Name,Certificate,Runtime,Genre,Rating,Metascore,Votes
.Face/Off(1997),R,138 min,"Action, Crime, Sci-Fi",7.3,82,"322,717"
.Transformers(2007),PG-13,144 min,"Action, Adventure, Sci-Fi",7.1,61,"565,329"
.Safe House(2012),R,115 min,"Action, Adventure, Crime",6.8,52,"190,736"
.Star Trek Beyond(2016),PG-13,122 min,"Action, Adventure, Sci-Fi",7.1,68,"206,768"
.V for Vendetta(2005),R,132 min,"Action, Drama, Sci-Fi",8.2,62,"941,602"
.The Warriors(1979),R,92 min,"Action, Crime, Thriller",7.7,65,"84,599"
.Lucy(I) (2014),R,89 min,"Action, Sci-Fi, Thriller",6.4,61,"397,230"
.Death Proof(2007),,113 min,"Action, Thriller",7.0,No,"240,775"
.King Kong(2005),PG-13,187 min,"Action, Adventure, Drama",7.2,81,"362,762"
.Minority Report(2002),PG-13,145 min,"Action, Crime, Mystery",7.7,80,"464,813"
.Batman(1989),,126 min,"Action, Adventure",7.5,69,"309,314"
.Indiana Jones and the Last Crusade(1989),PG-13,127 min,"Action, Adventure",8.2,65,"624,330"
.The Amazing Spider-Man 2(2014),PG-13,142 min,"Action, Adventure, Sci-Fi",6.6,53,"382,551"
.Jason Bourne(2016),PG-13,123 min,"Action, Thriller",6.6,58,"187,772"
.The Hitman's Bodyguard(2017),R,118 min,"Action, Comedy, Thriller",6.9,47,"156,999"
.Indiana Jones and the Temple of Doom(1984),,118 min,"Action, Adventure",7.6,57,"399,420"
.The Bourne Identity(2002),PG-13,119 min,"Action, Mystery, Thriller",7.9,68,"470,606"
.The Nice Guys(2016),R,116 min,"Action, Comedy, Crime",7.4,70,"234,858"
.World War Z(2013),PG-13,116 min,"Action, Adventure, Horror",7.0,63,"546,563"
.Jack Ryan: Shadow Recruit(2014),PG-13,105 min,"Action, Drama, Thriller",6.2,57,"113,657"
.Speed(1994),R,116 min,"Action, Adventure, Crime",7.2,78,"299,033"
.Planet of the Apes(2001),PG-13,119 min,"Action, Adventure, Sci-Fi",5.7,50,"200,218"
.The Matrix Reloaded(2003),R,138 min,"Action, Sci-Fi",7.2,62,"473,100"
.What Happened to Monday(2017),,123 min,"Action, Crime, Drama",6.9,47,"82,024"
.District 9(2009),R,112 min,"Action, Sci-Fi, Thriller",7.9,81,"598,941"
.The Scorpion King(2002),PG-13,92 min,"Action, Adventure, Fantasy",5.5,45,"121,483"
.Clash of the Titans(2010),PG-13,106 min,"Action, Adventure, Fantasy",5.8,39,"253,893"
.Hulk(2003),PG-13,138 min,"Action, Sci-Fi",5.7,54,"237,083"
.Street Fighter(1994),PG-13,102 min,"Action, Adventure, Comedy",3.9,No,"60,130"
.X2(2003),PG-13,134 min,"Action, Adventure, Sci-Fi",7.5,68,"474,325"
.Everest(2015),PG-13,121 min,"Action, Adventure, Biography",7.1,64,"179,014"
.You Only Live Twice(1967),PG,117 min,"Action, Adventure, Thriller",6.9,61,"87,169"
.Need for Speed(2014),PG-13,132 min,"Action, Crime, Thriller",6.5,39,"153,669"
.Mission: Impossible - Rogue Nation(2015),PG-13,131 min,"Action, Adventure, Thriller",7.4,75,"306,720"
.Pacific Rim: Uprising(2018),PG-13,111 min,"Action, Adventure, Sci-Fi",5.6,44,"84,965"
.RoboCop(1987),,102 min,"Action, Crime, Sci-Fi",7.6,67,"212,286"
.Cloud Atlas(2012),R,172 min,"Action, Drama, Mystery",7.4,55,"323,903"
.The Hunger Games: Catching Fire(2013),PG-13,146 min,"Action, Adventure, Sci-Fi",7.5,76,"569,567"
.Green Lantern(2011),PG-13,114 min,"Action, Adventure, Sci-Fi",5.5,39,"249,854"
.Elysium(I) (2013),R,109 min,"Action, Drama, Sci-Fi",6.6,61,"391,519"
.Tron(2010),PG,125 min,"Action, Adventure, Fantasy",6.8,49,"293,430"
.Sherlock Holmes(2009),PG-13,128 min,"Action, Adventure, Crime",7.6,57,"543,373"
.Godzilla(2014),PG-13,123 min,"Action, Adventure, Sci-Fi",6.4,62,"343,061"
.Gods of Egypt(2016),PG-13,127 min,"Action, Adventure, Fantasy",5.4,25,"93,345"
.The World Is Not Enough(1999),PG-13,128 min,"Action, Adventure, Thriller",6.4,57,"174,638"
.Dr. No(1962),PG,110 min,"Action, Adventure, Thriller",7.3,78,"132,914"
.Under Siege(1992),R,103 min,"Action, Thriller",6.5,58,"70,026"
.How It Ends(2018),,113 min,"Action, Adventure, Drama",5.0,36,"34,627"
.Big Hero 6(2014),PG,102 min,"Animation, Action, Adventure",7.8,74,"363,354"
.Quantum of Solace(2008),PG-13,106 min,"Action, Adventure, Thriller",6.6,58,"374,286"
.Johnny English(2003),PG,88 min,"Action, Adventure, Comedy",6.2,51,"134,998"
.Last Action Hero(1993),PG-13,130 min,"Action, Adventure, Comedy",6.3,44,"123,549"
.Total Recall(1990),,113 min,"Action, Sci-Fi, Thriller",7.5,57,"275,341"
.Only the Brave(2017),PG-13,134 min,"Action, Biography, Drama",7.7,72,"43,210"
.Star Wars: Episode V - The Empire Strikes Back(1980),PG,124 min,"Action, Adventure, Fantasy",8.8,82,"1,035,370"
.Eraser(1996),R,115 min,"Action, Drama, Mystery",6.1,56,"95,951"
.The Patriot(2000),R,165 min,"Action, Drama, History",7.2,63,"235,260"
.Tropic Thunder(2008),R,107 min,"Action, Adventure, Comedy",7.0,71,"348,244"
.Constantine(2005),R,121 min,"Action, Fantasy, Horror",7.0,50,"273,977"
.Star Wars: Episode VI - Return of the Jedi(1983),PG,131 min,"Action, Adventure, Fantasy",8.3,58,"848,568"
.Doom(2005),R,105 min,"Action, Adventure, Horror",5.2,34,"98,681"
.A Knight's Tale(2001),PG-13,132 min,"Action, Adventure, Romance",6.9,56,"155,853"
.San Andreas(2015),PG-13,114 min,"Action, Adventure, Drama",6.1,43,"189,650"
.Spy(2015),R,119 min,"Action, Comedy, Crime",7.0,75,"211,735"
.Starship Troopers(1997),R,129 min,"Action, Adventure, Sci-Fi",7.2,51,"249,216"
.Blade(1998),R,120 min,"Action, Horror, Sci-Fi",7.1,45,"223,358"
.Immortals(2011),R,110 min,"Action, Drama, Fantasy",6.0,46,"151,899"
.Pineapple Express(2008),R,111 min,"Action, Comedy, Crime",7.0,64,"289,952"
.Flash Gordon(1980),,111 min,"Action, Adventure, Sci-Fi",6.5,58,"45,159"
.Death Wish(1974),,93 min,"Action, Crime, Drama",7.0,51,"31,441"
.Smokey and the Bandit(1977),,96 min,"Action, Comedy",6.9,50,"40,506"
.The Great Wall(I) (2016),PG-13,103 min,"Action, Adventure, Fantasy",6.0,42,"108,875"
.The Crow(1994),R,102 min,"Action, Drama, Fantasy",7.6,71,"153,754"
.Batman Returns(1992),PG-13,126 min,"Action, Crime, Fantasy",7.0,68,"249,870"
.True Lies(1994),R,141 min,"Action, Comedy, Thriller",7.2,63,"217,465"
.2012(I) (2009),PG-13,158 min,"Action, Adventure, Sci-Fi",5.8,49,"324,579"
.Conan the Barbarian(2011),R,113 min,"Action, Adventure, Fantasy",5.2,36,"90,161"
.Extinction(2018),,95 min,"Action, Drama, Sci-Fi",5.8,40,"35,512"
.The Dark Tower(2017),PG-13,95 min,"Action, Adventure, Fantasy",5.7,34,"103,666"
.Now You See Me 2(2016),PG-13,129 min,"Action, Adventure, Comedy",6.5,46,"210,366"
.Central Intelligence(2016),PG-13,107 min,"Action, Comedy, Crime",6.3,52,"134,897"
.The A-Team(2010),PG-13,117 min,"Action, Adventure, Comedy",6.8,47,"233,564"
.Taken(I) (2008),PG-13,94 min,"Action, Thriller",7.8,51,"534,759"
.The Maze Runner(2014),PG-13,113 min,"Action, Mystery, Sci-Fi",6.8,57,"382,087"
.War for the Planet of the Apes(2017),PG-13,140 min,"Action, Adventure, Drama",7.5,82,"196,412"
.Busanhaeng(2016),,118 min,"Action, Horror, Thriller",7.5,72,"104,939"
.The Hunger Games: Mockingjay - Part 2(2015),PG-13,137 min,"Action, Adventure, Sci-Fi",6.6,65,"246,768"
.American Assassin(2017),R,112 min,"Action, Thriller",6.2,45,"56,257"
.Adrift(I) (2018),PG-13,96 min,"Action, Adventure, Biography",6.6,56,"31,027"
.Hotel Artemis(2018),R,94 min,"Action, Crime, Drama",6.1,58,"26,638"
.Spider-Man 2(2004),PG-13,127 min,"Action, Adventure, Sci-Fi",7.3,83,"492,287"
.Thunderball(1965),PG,130 min,"Action, Adventure, Thriller",7.0,64,"94,359"
.The Last Airbender(2010),PG,103 min,"Action, Adventure, Family",4.1,20,"136,345"
.In Time(2011),PG-13,109 min,"Action, Crime, Drama",6.7,53,"342,956"
.The Mummy: Tomb of the Dragon Emperor(2008),PG-13,112 min,"Action, Adventure, Fantasy",5.2,31,"139,247"
.Allied(2016),R,124 min,"Action, Drama, Romance",7.1,60,"122,925"
.Kingdom of Heaven(2005),R,144 min,"Action, Adventure, Drama",7.2,63,"248,013"
.Snowpiercer(2013),R,126 min,"Action, Drama, Sci-Fi",7.1,84,"232,444"
.The Hunger Games: Mockingjay - Part 1(2014),PG-13,123 min,"Action, Adventure, Sci-Fi",6.7,64,"373,631"
